Ensemble_ID	NOM_1	NOM_2	OSF_1	OSF_2	OSCC_1	OSCC_2
ENSG00000176882	0	3	4	2	0	4
ENSG00000152213	135	162	133	113	362	44
ENSG00000123179	1302	1122	1067	1046	916	316
ENSG00000203547	4	0	6	4	2	0
ENSG00000102753	2121	5117	6178	3737	2345	1813
ENSG00000222148	0	0	0	0	4	1
ENSG00000181358	0	1	0	2	32	5
ENSG00000200064	0	0	0	0	2	0
ENSG00000123178	523	763	1033	823	754	431
ENSG00000264526	0	0	0	0	0	0
ENSG00000204977	2042	1788	2728	1352	1237	664
ENSG00000264864	7	0	4	1	0	2
ENSG00000198553	18	26	31	61	36	13
ENSG00000231607	193	163	304	596	256	138
ENSG00000208006	0	0	2	1	1	0
ENSG00000176124	250	295	290	753	427	345
ENSG00000214359	23	20	28	34	11	3
ENSG00000232150	111	80	72	72	175	38
ENSG00000223676	0	6	2	8	2	7
ENSG00000221198	0	0	0	0	0	0
ENSG00000229323	4	20	11	31	20	18
ENSG00000186047	7	32	7	90	85	37
ENSG00000237152	0	4	5	20	30	6
ENSG00000200711	0	4	0	2	3	0
ENSG00000233672	8	27	8	31	14	10
ENSG00000136104	517	526	532	866	329	195
ENSG00000123201	0	4	0	25	54	20
ENSG00000222920	0	0	0	0	2	0
ENSG00000226792	4	2	4	5	16	12
ENSG00000214878	0	0	0	0	5	2
ENSG00000271242	0	0	0	0	2	2
ENSG00000150510	143	118	152	94	74	31
ENSG00000253309	102	171	98	324	221	139
ENSG00000266072	4	0	0	11	3	5
ENSG00000102786	2055	2984	2603	5409	2803	2114
ENSG00000269965	10	18	6	47	10	9
ENSG00000270101	114	201	86	172	164	100
ENSG00000236778	16	22	14	73	85	30
ENSG00000224892	2	12	13	22	11	10
ENSG00000243900	0	0	0	0	6	0
ENSG00000229906	0	0	0	0	18	2
ENSG00000266611	0	0	2	0	0	0
ENSG00000252141	0	0	0	0	1	0
ENSG00000139668	1826	2503	1830	4109	1632	1757
ENSG00000206920	18	58	14	55	34	33
ENSG00000242893	6	14	8	20	2	14
ENSG00000224451	38	28	24	73	41	24
ENSG00000102796	348	495	303	376	137	112
ENSG00000231856	35	48	34	21	22	7
ENSG00000123171	0	0	0	0	9	4
ENSG00000232872	12	10	10	0	26	4
ENSG00000123191	444	177	240	188	136	65
ENSG00000236044	19	16	31	2	54	40
ENSG00000253710	294	370	351	614	348	176
ENSG00000253797	862	1361	1306	1495	970	498
ENSG00000197168	13	24	8	14	51	9
ENSG00000136098	178	322	165	347	178	90
ENSG00000217576	0	0	0	0	0	0
ENSG00000243406	44	23	34	50	24	10
ENSG00000272281	0	6	0	2	44	14
ENSG00000271564	0	1	0	0	8	3
ENSG00000136114	403	441	595	2450	709	585
ENSG00000199605	3	1	4	15	3	2
ENSG00000136100	2946	4119	3930	3056	3994	1605
ENSG00000136108	1321	795	1261	4876	1862	1164
ENSG00000235660	0	0	0	2	6	0
ENSG00000244471	0	0	0	0	0	0
ENSG00000198384	0	6	0	8	4	8
ENSG00000139675	128	173	144	229	115	75
ENSG00000250299	0	0	0	0	0	0
ENSG00000165416	2912	4653	5602	3101	2279	1582
ENSG00000136110	4	2	13	6	18	11
ENSG00000211579	0	0	0	0	0	2
ENSG00000150276	0	0	0	2	1	26
ENSG00000136099	0	4	4	6	8	10
ENSG00000102837	26	8	0	8	23	5
ENSG00000237092	0	0	0	3	5	2
ENSG00000225510	0	0	0	2	5	18
ENSG00000241613	0	0	0	0	5	0
ENSG00000220990	0	0	0	0	1	0
ENSG00000261517	0	0	0	2	16	4
ENSG00000234787	0	0	0	2	33	6
ENSG00000271652	0	0	0	0	0	0
ENSG00000136149	339	484	349	344	256	133
ENSG00000266699	0	0	0	0	0	0
ENSG00000264387	0	0	0	0	1	2
ENSG00000228611	0	0	0	0	14	0
ENSG00000228319	0	0	0	0	20	9
ENSG00000238455	0	0	0	0	1	0
ENSG00000201665	0	0	0	2	2	0
ENSG00000204919	0	0	0	0	0	1
ENSG00000204918	0	0	0	2	4	3
ENSG00000229665	0	0	0	2	2	2
ENSG00000227151	0	0	0	0	4	4
ENSG00000234278	0	0	0	0	0	0
ENSG00000271140	0	0	0	0	0	0
ENSG00000230009	0	0	0	0	0	0
ENSG00000234421	0	0	0	0	14	0
ENSG00000225352	0	0	0	0	2	2
ENSG00000118946	229	133	691	730	1020	220
ENSG00000202422	0	0	0	0	1	0
ENSG00000232954	0	0	0	2	12	0
ENSG00000222733	0	0	0	2	0	0
ENSG00000214335	0	0	0	0	19	6
ENSG00000223717	0	0	0	0	8	6
ENSG00000214281	0	0	0	0	4	2
ENSG00000232647	0	0	0	0	4	0
ENSG00000271190	0	0	0	0	2	1
ENSG00000239003	0	0	0	0	0	1
ENSG00000139734	252	211	190	3150	788	371
ENSG00000227528	1	0	0	23	11	2
ENSG00000265745	4	0	4	6	0	0
ENSG00000223815	2	0	4	46	1	4
ENSG00000202151	0	0	0	0	2	2
ENSG00000227336	0	0	0	0	8	0
ENSG00000238213	0	0	0	0	10	4
ENSG00000083544	1230	1572	1460	603	655	351
ENSG00000212054	0	6	2	0	0	1
ENSG00000223076	0	0	0	0	4	0
ENSG00000236608	0	0	0	0	2	4
ENSG00000225249	0	2	0	0	3	0
ENSG00000206854	0	0	0	0	1	0
ENSG00000253018	0	0	0	0	2	0
ENSG00000227510	0	0	0	0	0	1
ENSG00000266663	0	0	0	0	6	0
ENSG00000197991	56	65	425	4	22	25
ENSG00000212007	0	0	0	0	0	0
ENSG00000234033	0	0	0	0	9	1
ENSG00000270856	0	0	0	0	0	0
ENSG00000229578	0	0	0	0	14	6
ENSG00000230142	0	0	0	1	4	4
ENSG00000227611	0	0	0	0	3	1
ENSG00000229307	0	0	0	0	2	3
ENSG00000232105	0	0	0	0	1	5
ENSG00000271465	0	0	0	2	8	9
ENSG00000228669	0	0	0	0	6	3
ENSG00000227564	0	0	0	0	1	0
ENSG00000231061	0	0	0	0	7	4
ENSG00000215430	0	0	0	2	2	4
ENSG00000226974	0	0	0	0	0	2
ENSG00000237378	0	0	0	0	1	0
ENSG00000202478	0	0	0	0	0	0
ENSG00000213232	0	0	0	0	2	2
ENSG00000219926	0	0	0	7	9	12
ENSG00000215432	0	0	0	0	0	1
ENSG00000272299	0	0	0	0	3	9
ENSG00000237849	0	0	0	2	10	8
ENSG00000227674	0	0	0	2	36	4
ENSG00000214269	1	4	2	8	18	6
ENSG00000214266	0	0	0	6	11	4
ENSG00000236565	35	26	10	52	32	8
ENSG00000221685	0	0	0	0	0	0
ENSG00000234767	0	0	0	0	5	0
ENSG00000263581	0	0	0	0	6	0
ENSG00000263561	0	0	0	2	2	0
ENSG00000235737	0	4	0	0	8	4
ENSG00000184226	155	626	439	18	92	37
ENSG00000234527	0	4	0	0	0	0
ENSG00000238500	0	0	0	0	0	0
ENSG00000228842	0	7	5	2	0	1
ENSG00000225263	0	1	4	0	2	0
ENSG00000233840	0	1	6	0	1	10
ENSG00000214263	0	0	0	0	9	2
ENSG00000230040	0	0	1	0	3	6
ENSG00000271287	0	0	0	0	10	2
ENSG00000227969	0	0	1	2	8	2
ENSG00000231667	0	0	0	6	8	2
ENSG00000226537	0	0	0	2	5	2
ENSG00000234765	0	0	0	0	4	4
ENSG00000229910	0	0	0	0	11	3
ENSG00000236433	0	0	0	0	0	0
ENSG00000230405	0	0	0	0	0	1
ENSG00000229824	0	0	0	0	0	2
ENSG00000243671	0	0	0	0	7	1
ENSG00000232380	2	1	2	2	7	11
ENSG00000225501	0	0	0	0	0	0
ENSG00000237534	0	0	0	0	11	0
ENSG00000235221	0	0	0	0	0	2
ENSG00000224640	0	0	0	4	4	2
ENSG00000150361	0	0	0	6	20	15
ENSG00000207495	0	0	0	0	4	0
ENSG00000232314	0	0	0	0	0	1
ENSG00000230223	0	0	0	0	17	10
ENSG00000202433	0	0	0	0	1	0
ENSG00000226554	0	0	0	0	8	1
ENSG00000226846	0	0	0	0	4	4
ENSG00000225801	0	0	0	4	6	0
ENSG00000165659	41	99	51	31	56	51
ENSG00000236534	0	8	0	2	6	2
ENSG00000237816	2	0	0	0	4	2
ENSG00000233460	5	4	2	1	0	4
ENSG00000232881	0	0	0	0	0	8
ENSG00000200037	0	0	0	0	2	2
ENSG00000212377	0	0	0	0	0	0
ENSG00000227952	0	0	0	0	2	0
ENSG00000251715	0	0	0	0	2	0
ENSG00000199282	0	0	0	0	0	0
ENSG00000226617	0	2	0	2	1	2
ENSG00000206922	0	0	0	0	5	0
ENSG00000204899	215	396	349	1083	402	256
ENSG00000136122	170	162	273	1087	330	213
ENSG00000083520	1957	3481	2662	3182	2313	2797
ENSG00000083535	672	983	909	1539	762	664
ENSG00000220981	2	6	1	5	4	1
ENSG00000199381	0	0	2	4	0	3
ENSG00000232041	0	2	2	6	6	2
ENSG00000102554	21319	26715	12350	13275	11523	15908
ENSG00000236972	38	50	65	22	165	153
ENSG00000200267	0	0	0	0	0	2
ENSG00000265959	0	0	0	0	0	0
ENSG00000201253	0	0	0	0	1	2
ENSG00000206697	0	0	0	0	2	1
ENSG00000229708	0	0	0	0	3	0
ENSG00000224853	0	6	5	7	8	10
ENSG00000228295	0	0	0	0	8	8
ENSG00000118922	506	2057	1544	2284	525	261
ENSG00000235532	2	0	4	0	32	13
ENSG00000206617	0	0	0	0	0	0
ENSG00000232701	0	0	0	0	6	4
ENSG00000177596	0	0	0	0	17	14
ENSG00000226240	0	0	2	4	6	0
ENSG00000236678	0	0	0	2	23	6
ENSG00000225944	0	0	0	0	16	4
ENSG00000206812	0	0	0	0	0	0
ENSG00000226665	0	0	0	8	12	10
ENSG00000266534	0	0	0	2	4	2
ENSG00000214249	5	0	4	16	18	8
ENSG00000223880	0	0	0	0	5	0
ENSG00000136111	2170	3494	4673	1927	1853	1215
ENSG00000225203	2	6	5	0	5	6
ENSG00000188243	716	678	725	1393	817	465
ENSG00000118939	43	111	63	137	84	84
ENSG00000261553	413	636	564	125	96	54
ENSG00000261105	3	4	4	17	8	3
ENSG00000136153	17344	14036	12866	2302	1795	916
ENSG00000228444	4	17	9	13	7	6
ENSG00000230902	8	0	2	17	3	2
ENSG00000178734	5	28	4	2	12	6
ENSG00000223458	4	13	0	0	3	1
ENSG00000261206	0	12	2	0	4	7
ENSG00000224933	0	0	0	0	4	3
ENSG00000243274	0	2	0	0	6	0
ENSG00000178695	4480	6346	7517	4845	1974	1129
ENSG00000264908	0	0	0	0	0	0
ENSG00000118903	0	0	0	0	6	3
ENSG00000102794	0	0	4	12	12	9
ENSG00000233873	0	0	0	0	6	0
ENSG00000228002	19	35	17	35	60	23
ENSG00000102805	551	808	746	1931	1286	489
ENSG00000005812	1963	3576	2553	2265	1431	1309
ENSG00000005810	19662	22426	15486	14949	8171	6125
ENSG00000236051	7	10	17	26	14	8
ENSG00000229521	15	9	10	18	3	4
ENSG00000136155	32697	28379	15788	1211	7937	3882
ENSG00000224347	56	33	21	4	13	27
ENSG00000206800	34	12	5	0	2	1
ENSG00000227922	2	12	2	0	2	0
ENSG00000139737	92	147	126	33	14	21
ENSG00000266325	0	0	0	0	0	0
ENSG00000225579	0	3	0	0	8	1
ENSG00000136160	584	1612	358	306	182	70
ENSG00000234377	0	2	1	22	45	15
ENSG00000233379	0	0	0	0	4	4
ENSG00000243035	0	0	0	2	0	0
ENSG00000236133	0	0	0	0	5	1
ENSG00000229249	0	0	0	1	7	3
ENSG00000235625	0	0	0	2	4	2
ENSG00000271386	0	0	0	2	4	0
ENSG00000200686	0	0	0	0	2	1
ENSG00000229865	0	0	0	0	2	1
ENSG00000224686	0	0	0	0	6	1
ENSG00000271776	0	2	0	4	4	2
ENSG00000152192	0	0	2	4	33	17
ENSG00000152193	310	277	356	580	298	184
ENSG00000263868	0	0	0	0	0	0
ENSG00000237109	0	0	0	0	3	0
ENSG00000225427	0	0	0	0	1	0
ENSG00000215357	0	0	0	0	10	8
ENSG00000230584	0	0	0	4	10	7
ENSG00000236277	0	0	0	0	0	0
ENSG00000226670	2	0	0	0	4	2
ENSG00000139746	2390	2654	2683	3770	1708	1167
ENSG00000252496	17	25	26	28	15	5
ENSG00000227354	55	59	55	55	42	23
ENSG00000232132	0	2	0	0	4	0
ENSG00000102471	2545	3753	3426	12241	2854	3371
ENSG00000227676	8	6	6	22	5	6
ENSG00000229011	0	2	8	0	10	2
ENSG00000229175	0	5	5	0	7	4
ENSG00000136158	1170	1723	1202	583	431	194
ENSG00000202398	0	0	2	0	2	0
ENSG00000227862	0	0	0	0	2	6
ENSG00000226683	0	3	4	2	14	6
ENSG00000231222	0	4	0	4	8	4
ENSG00000229246	6	6	14	0	7	6
ENSG00000270415	0	1	2	0	4	0
ENSG00000238980	0	0	0	0	0	0
ENSG00000260094	0	0	0	2	5	0
ENSG00000229309	0	0	0	0	9	0
ENSG00000222486	0	0	0	0	6	0
ENSG00000237148	0	0	0	0	2	4
ENSG00000214182	231	262	213	267	124	92
ENSG00000237099	0	0	0	0	1	3
ENSG00000270400	0	0	0	0	4	2
ENSG00000222791	0	0	0	0	8	0
ENSG00000178235	0	0	0	12	15	28
ENSG00000215037	0	0	0	0	4	1
ENSG00000224188	0	0	0	0	2	2
ENSG00000228597	0	0	0	0	18	1
ENSG00000232447	0	0	0	0	21	6
ENSG00000233349	0	0	0	0	4	2
ENSG00000226370	0	0	0	0	7	1
ENSG00000226317	0	0	0	0	10	1
ENSG00000207012	0	0	0	0	0	0
ENSG00000184564	532	67	579	5595	841	630
ENSG00000228241	0	0	0	0	0	8
ENSG00000232252	0	0	0	0	6	1
ENSG00000214181	0	0	0	3	7	5
ENSG00000231879	0	0	0	0	0	0
ENSG00000233528	2	0	0	0	2	4
ENSG00000228074	0	0	0	2	3	0
ENSG00000228473	0	0	0	6	1	1
ENSG00000232636	0	0	0	0	0	0
ENSG00000228824	9	2	0	2	44	15
ENSG00000272515	0	2	0	0	14	8
ENSG00000266052	0	0	0	0	2	0
ENSG00000165300	584	93	4	17	59	22
ENSG00000223404	0	0	0	0	3	0
ENSG00000272046	10	8	0	2	57	8
ENSG00000232204	0	4	0	6	14	8
ENSG00000231019	3	0	0	0	8	1
ENSG00000223059	0	0	0	0	1	0
ENSG00000225289	0	0	0	0	4	2
ENSG00000229443	0	0	0	4	10	2
ENSG00000261666	2	0	0	0	13	6
ENSG00000233211	0	0	0	2	4	1
ENSG00000232225	0	0	2	0	5	3
ENSG00000227247	0	0	0	0	4	1
ENSG00000234660	0	0	0	0	6	0
ENSG00000225530	0	0	0	0	18	4
ENSG00000226037	0	0	0	0	5	0
ENSG00000236176	0	0	0	1	6	0
ENSG00000271395	0	0	0	11	0	1
ENSG00000234227	0	0	0	0	2	4
ENSG00000200733	0	0	0	0	2	1
ENSG00000215418	0	0	0	0	8	6
ENSG00000261446	0	0	0	0	28	0
ENSG00000252696	0	0	0	0	1	0
ENSG00000235879	6	12	4	6	10	3
ENSG00000224419	0	2	0	0	2	5
ENSG00000207858	0	0	0	0	0	0
ENSG00000234384	0	0	0	0	14	10
ENSG00000251753	0	0	0	0	0	0
ENSG00000231674	0	0	0	2	13	16
ENSG00000227983	0	0	0	0	1	0
ENSG00000234625	0	0	0	0	3	4
ENSG00000229557	0	0	0	0	0	2
ENSG00000214178	0	0	0	0	0	1
ENSG00000215417	247	515	184	414	300	109
ENSG00000179399	4	2	0	8	24	8
ENSG00000252508	0	0	0	0	2	0
ENSG00000229287	0	0	0	0	4	2
ENSG00000232885	0	0	0	0	3	4
ENSG00000236240	0	0	0	0	2	0
ENSG00000263741	0	0	0	0	1	0
ENSG00000235984	0	0	6	2	1	0
ENSG00000232849	0	0	0	0	0	3
ENSG00000183098	83	154	140	157	170	60
ENSG00000252365	0	0	0	0	0	0
ENSG00000235784	6	2	0	0	12	2
ENSG00000224394	0	1	0	4	9	6
ENSG00000212559	0	0	0	0	2	1
ENSG00000236520	0	2	0	4	11	1
ENSG00000080166	3029	9969	34	4	33	20
ENSG00000212057	0	9	0	0	0	0
ENSG00000088451	251	243	349	525	279	212
ENSG00000152749	449	561	709	1793	938	662
ENSG00000222129	0	0	0	2	4	0
ENSG00000242037	0	0	0	0	2	0
ENSG00000238230	0	4	0	6	9	7
ENSG00000125285	2006	701	1379	40	617	189
ENSG00000227640	1138	414	692	19	371	142
ENSG00000235768	6	12	21	14	26	12
ENSG00000237924	0	0	0	2	0	4
ENSG00000260962	0	0	0	1	8	6
ENSG00000252335	2	0	2	0	3	2
ENSG00000125257	405	795	728	1862	1007	705
ENSG00000238463	0	0	0	0	0	0
ENSG00000223298	2	0	2	2	1	0
ENSG00000200211	0	0	0	2	2	1
ENSG00000271492	0	0	0	0	2	0
ENSG00000134873	104	0	2	5	15	10
ENSG00000223392	8	0	2	0	4	0
ENSG00000134874	249	571	489	663	527	173
ENSG00000247400	68	64	90	126	97	45
ENSG00000102580	3825	4557	4325	7937	5019	2726
ENSG00000229622	10	21	15	32	6	13
ENSG00000227714	6	21	10	34	0	2
ENSG00000232373	12	69	0	36	18	6
ENSG00000251901	0	8	2	1	0	3
ENSG00000102595	524	1768	813	2786	990	678
ENSG00000226977	0	16	8	28	14	0
ENSG00000185352	10	12	2	2	11	14
ENSG00000242614	0	2	1	2	3	1
ENSG00000233273	0	2	0	2	4	1
ENSG00000235137	0	0	2	2	12	16
ENSG00000243300	0	0	4	1	9	0
ENSG00000234267	0	0	0	0	0	2
ENSG00000272329	0	0	0	4	0	0
ENSG00000222472	0	0	0	0	0	0
ENSG00000252154	0	0	0	0	0	0
ENSG00000165621	95	37	40	4	46	8
ENSG00000238522	0	0	0	0	0	0
ENSG00000233124	6	4	5	6	4	0
ENSG00000139793	2659	6999	7091	8530	4688	3107
ENSG00000202290	5	15	11	23	2	8
ENSG00000125249	2132	2947	3148	3447	2356	1893
ENSG00000271625	1	0	0	0	12	0
ENSG00000226134	0	0	0	0	4	0
ENSG00000238407	0	0	0	0	0	0
ENSG00000233291	0	0	0	0	6	4
ENSG00000270725	0	4	0	0	2	0
ENSG00000065150	3948	6951	8372	12034	5122	2690
ENSG00000232217	8	6	6	11	7	4
ENSG00000152767	1340	988	755	1123	1581	407
ENSG00000139797	0	2	2	6	25	8
ENSG00000222969	0	2	0	0	4	1
ENSG00000263399	0	0	0	0	1	0
ENSG00000269189	19	6	8	8	26	6
ENSG00000269599	0	0	0	0	0	0
ENSG00000231194	0	5	0	0	2	0
ENSG00000102572	6507	6370	4654	8088	3352	2775
ENSG00000271437	20	66	39	54	20	8
ENSG00000224418	18	27	13	36	30	10
ENSG00000217686	0	0	0	0	4	0
ENSG00000233549	0	0	0	0	1	2
ENSG00000233662	0	0	0	5	8	2
ENSG00000243366	0	0	1	0	6	0
ENSG00000088386	33	199	190	38	335	68
ENSG00000088387	14170	14345	8016	11176	6037	3896
ENSG00000229918	26	44	7	46	19	7
ENSG00000231981	12	24	16	53	31	9
ENSG00000207298	13	7	8	26	1	9
ENSG00000260992	45	64	39	19	29	23
ENSG00000230871	0	0	0	0	14	4
ENSG00000234005	2	2	0	2	6	1
ENSG00000228889	40	53	56	53	63	36
ENSG00000134882	2065	2934	3745	3331	2093	1225
ENSG00000201793	37	37	38	41	44	19
ENSG00000218502	10	10	11	15	10	6
ENSG00000125245	154	161	156	152	112	77
ENSG00000169508	410	1481	634	599	398	171
ENSG00000207719	13	28	4	10	25	7
ENSG00000228808	18	23	33	18	13	14
ENSG00000238241	0	0	0	0	5	4
ENSG00000266207	0	0	0	2	3	0
ENSG00000203441	17	10	3	22	25	12
ENSG00000125304	5719	6344	6157	15267	8058	3400
ENSG00000212197	2	5	8	16	3	5
ENSG00000234168	0	2	0	2	4	0
ENSG00000234239	0	0	0	0	2	2
ENSG00000125246	250	377	575	78	144	67
ENSG00000263615	0	0	0	2	3	2
ENSG00000227659	2	0	1	4	8	7
ENSG00000234303	3	0	2	0	2	2
ENSG00000201245	0	0	0	0	0	0
ENSG00000238305	0	0	2	0	0	0
ENSG00000139800	0	8	0	310	67	22
ENSG00000043355	10	48	4	501	125	28
ENSG00000260738	0	0	0	4	10	7
ENSG00000225999	0	0	0	0	3	0
ENSG00000236554	6	0	0	2	8	4
ENSG00000175198	822	1057	976	977	520	139
ENSG00000228501	18	22	15	14	22	12
ENSG00000270632	7	4	14	7	6	0
ENSG00000234650	39	53	17	66	29	2
ENSG00000134864	136	75	99	118	45	39
ENSG00000224356	36	22	46	30	23	1
ENSG00000234354	4	9	10	8	13	12
ENSG00000125247	484	341	451	570	268	141
ENSG00000237082	7	0	6	5	7	0
ENSG00000233009	2	2	0	3	15	5
ENSG00000214051	0	0	0	0	7	0
ENSG00000229599	0	0	0	0	4	6
ENSG00000102452	18	72	23	31	86	41
ENSG00000198542	474	1169	671	175	449	69
ENSG00000272349	1	7	3	2	2	1
ENSG00000102466	100	238	121	25	95	20
ENSG00000201155	0	0	2	0	3	2
ENSG00000215399	0	10	0	2	16	1
ENSG00000265164	0	0	0	0	5	0
ENSG00000229975	4	0	2	0	4	0
ENSG00000201690	2	2	0	0	1	2
ENSG00000264482	0	1	0	0	0	0
ENSG00000236860	0	5	0	0	0	0
ENSG00000243319	8	28	20	2	25	8
ENSG00000234445	0	10	3	0	2	2
ENSG00000272143	56	84	80	0	16	3
ENSG00000270581	9	5	2	2	2	1
ENSG00000261057	0	0	2	0	3	0
ENSG00000134900	2152	3236	3207	4713	2066	1221
ENSG00000269942	7	15	4	24	6	10
ENSG00000139780	0	6	0	4	0	5
ENSG00000238869	0	0	0	0	0	0
ENSG00000175820	2	12	6	12	47	30
ENSG00000231633	2	3	0	4	24	4
ENSG00000151287	174	187	198	409	234	181
ENSG00000134901	164	111	184	868	299	151
ENSG00000134897	304	433	644	567	272	129
ENSG00000270181	0	0	0	0	0	0
ENSG00000222301	5	6	5	7	6	0
ENSG00000134899	661	785	576	904	447	264
ENSG00000250878	4	533	1358	12	15	5
ENSG00000272542	0	17	85	5	4	0
ENSG00000125255	0	23	10	11	29	16
ENSG00000234551	0	0	0	0	0	2
ENSG00000230474	0	0	0	0	0	0
ENSG00000225823	0	0	0	0	6	6
ENSG00000232307	0	0	0	2	15	12
ENSG00000182346	1	0	0	0	10	2
ENSG00000226620	0	0	0	0	31	22
ENSG00000252550	0	0	0	0	0	2
ENSG00000222643	0	2	2	0	2	0
ENSG00000222682	0	0	0	2	0	2
ENSG00000233532	0	0	0	315	25	8
ENSG00000174418	0	0	0	0	0	2
ENSG00000125266	2335	2827	2690	12015	2148	2765
ENSG00000134884	3193	4967	3567	5749	2023	1182
ENSG00000272274	55	8	14	0	20	8
ENSG00000230156	24	5	0	0	9	6
ENSG00000227590	0	0	2	0	0	0
ENSG00000174408	0	0	0	0	5	2
ENSG00000196777	0	0	2	0	4	1
ENSG00000239050	0	0	0	0	0	1
ENSG00000221316	0	0	0	0	4	2
ENSG00000204442	30	37	43	6	35	7
ENSG00000201847	0	1	0	0	0	0
ENSG00000221650	0	0	1	2	4	6
ENSG00000221473	0	1	2	0	4	0
ENSG00000227248	1	6	7	2	20	11
ENSG00000174405	347	841	869	1547	1051	742
ENSG00000139826	641	1665	1125	1383	1240	799
ENSG00000102524	105	163	150	332	170	60
ENSG00000223177	6	0	2	2	2	2
ENSG00000232087	0	0	0	4	10	0
ENSG00000041515	9	12	22	273	82	211
ENSG00000229938	0	0	0	2	2	11
ENSG00000236242	0	7	10	58	3	9
ENSG00000223617	0	2	0	6	7	0
ENSG00000236053	1	0	0	4	4	2
ENSG00000229792	0	0	0	0	5	0
ENSG00000234854	0	2	2	3	11	0
ENSG00000185950	732	3420	940	2090	397	452
ENSG00000255813	0	0	0	0	0	0
ENSG00000201161	0	0	0	0	0	4
ENSG00000231428	0	0	3	2	9	4
ENSG00000265885	0	0	0	2	4	0
ENSG00000187498	1888	6062	10066	67135	23278	10983
ENSG00000134871	2255	4828	9771	62844	13527	7427
ENSG00000238629	0	0	0	6	3	0
ENSG00000224821	4	14	12	55	42	10
ENSG00000232814	0	2	0	18	14	2
ENSG00000139832	100	152	118	261	159	81
ENSG00000213995	822	973	791	1340	399	319
ENSG00000255831	0	0	0	0	0	0
ENSG00000134905	978	1665	1676	2852	1035	398
ENSG00000153487	431	717	484	815	312	180
ENSG00000225239	0	0	0	0	4	2
ENSG00000259831	1	2	2	8	554	10
ENSG00000255874	0	246	405	45	656	108
ENSG00000088448	1489	4441	4723	5019	30885	730
ENSG00000229152	42	144	134	217	885	10
ENSG00000227105	0	0	1	4	701	11
ENSG00000225760	2	0	0	2	137	14
ENSG00000225870	0	2	0	0	211	9
ENSG00000235875	0	6	2	0	108	8
ENSG00000102606	2029	2867	2293	2729	39890	834
ENSG00000233644	0	4	10	2	203	1
ENSG00000227352	0	4	2	2	73	0
ENSG00000153495	6	5	10	22	635	8
ENSG00000204398	0	0	0	2	365	13
ENSG00000215881	0	0	0	4	131	0
ENSG00000226903	0	0	0	1	103	0
ENSG00000264989	0	0	0	0	6	0
ENSG00000200072	0	0	0	0	60	3
ENSG00000182968	8	12	2	21	634	24
ENSG00000260385	0	0	0	2	206	8
ENSG00000229520	0	0	0	5	94	1
ENSG00000224243	2	0	0	2	116	2
ENSG00000260102	0	0	0	0	508	12
ENSG00000260343	0	0	0	12	1215	4
ENSG00000223626	0	0	0	0	118	1
ENSG00000153498	0	0	0	0	292	1
ENSG00000126216	1150	1304	1187	1631	24564	560
ENSG00000197595	0	0	0	0	324	8
ENSG00000068650	1890	2049	2144	3119	39556	844
ENSG00000264726	3	4	6	8	35	2
ENSG00000232684	20	30	17	30	405	6
ENSG00000234603	0	0	0	0	0	0
ENSG00000126217	1694	2026	1344	455	5299	156
ENSG00000267868	2	6	0	4	168	7
ENSG00000235280	14	6	6	1	85	2
ENSG00000269356	4	13	13	0	112	0
ENSG00000269376	16	8	4	10	141	1
ENSG00000268130	4	0	0	0	107	4
ENSG00000057593	10	14	8	11	814	22
ENSG00000126218	312	848	339	23	869	19
ENSG00000231882	0	4	0	4	124	4
ENSG00000230371	2	13	0	0	208	0
ENSG00000126231	4	8	14	16	591	18
ENSG00000269125	0	1	0	0	21	0
ENSG00000126226	874	1042	1311	1728	35734	507
ENSG00000139842	2795	5533	7312	4392	126895	1951
ENSG00000232662	0	2	2	2	242	2
ENSG00000185896	4672	5471	3895	9572	177357	2693
ENSG00000139835	326	298	206	271	4154	105
ENSG00000225083	27	8	15	10	194	4
ENSG00000153531	55	2574	3324	51	4239	52
ENSG00000150401	360	888	1478	632	10507	149
ENSG00000233613	12	20	11	36	313	4
ENSG00000202347	6	6	2	11	185	0
ENSG00000150403	854	1160	1028	4175	53423	545
ENSG00000198176	2572	2651	2695	3584	46545	1396
ENSG00000186009	2	0	0	3	405	4
ENSG00000185974	0	0	0	6	866	9
ENSG00000227208	0	0	2	8	274	2
ENSG00000184497	156	165	193	152	907	27
ENSG00000233695	13	26	30	56	466	8
ENSG00000183087	1743	2236	3689	8072	15442	662
ENSG00000272695	24	22	40	168	1012	25
ENSG00000237699	0	0	0	0	37	0
ENSG00000226921	0	0	0	13	396	8
ENSG00000229373	0	0	0	34	849	7
ENSG00000260910	2	21	6	17	337	10
ENSG00000185989	473	510	844	1298	4482	135
ENSG00000232487	0	2	2	10	72	4
ENSG00000130177	1638	1308	1587	1892	29486	429
ENSG00000264539	4	0	1	4	17	0
ENSG00000265450	0	0	0	0	29	0
ENSG00000169062	1471	1833	1594	1383	23736	418
ENSG00000226158	2	2	0	2	83	2
ENSG00000198824	477	412	419	518	9805	263
ENSG00000229723	0	0	2	1	196	0
ENSG00000215398	0	0	0	0	39	9
ENSG00000206906	0	0	0	0	2	0
ENSG00000257171	0	0	0	4	3	2
ENSG00000257356	0	0	0	0	0	0
ENSG00000238442	0	0	0	0	3	0
ENSG00000257959	0	0	0	0	0	2
